Joke ID,Joke,Used,Posted
404,Why did the A go to the bathroom and come out as an E? Because he had a vowel movement.,FALSE,
405,An apple a day keeps the bullies away. If you throw it hard enough.,FALSE,
406,What did the 0 say to the 8? Nice belt.,FALSE,
407,"I got fired from a florist, apparently I took too many leaves.",FALSE,
408,I’m only familiar with 25 letters in the English language. I don’t know why.,FALSE,
409,"I gave my friend 10 puns hoping that one of them would make him laugh. Sadly, no pun in ten did.",FALSE,
410,What kind of bagel can fly? A plain bagel.,FALSE,
411,Bad at golf? Join the club.,FALSE,
412,How do you steal a coat? You jacket.,FALSE,
413,How many South Americans does it take to change a lightbulb? A Brazilian,FALSE,
414,I'm tired of following my dreams. I'm just going to ask them where they are going and meet up with them later.,FALSE,
415,What do you call two guys hanging out by your window? Kurt & Rod.,FALSE,
416,"Have you heard about the film ""Constipation"", you probably haven't because it's not out yet.",FALSE,
417,How do you make holy water? You boil the hell out of it.,FALSE,
418,"Why was Santa's little helper feeling depressed? Because he has low elf esteem.
",FALSE,
419,What's the best thing about elevator jokes? They work on so many levels.,FALSE,
420,"I went to the zoo the other day, there was only one dog in it. It was a shitzu.",FALSE,
421,New atoms frequently lose electrons when they fail to keep an ion them.,FALSE,
422,Where do you take someone who’s been injured in a peek-a-boo accident? To the I.C.U.,FALSE,
423,"I hate perforated lines, they're tearable.",FALSE,
424,Atheism is a non-prophet organisation.,FALSE,
425,Why did the man run around his bed? Because he was trying to catch up on his sleep!,FALSE,
426,Why do bananas have to put on sunscreen before they go to the beach? Because they might peel!,FALSE,
427,How do you make a 'one' disappear? You add a 'g' and it's 'gone',FALSE,
428,Why do wizards clean their teeth three times a day? To prevent bat breath!,FALSE,
429,"Did you know Albert Einstein was a real person? All this time, I thought he was just a theoretical physicist!",FALSE,
430,You can't trust a ladder. It will always let you down,FALSE,
431,What do you call corn that joins the army? Kernel.,FALSE,
432,Have you ever heard of a music group called Cellophane? They mostly wrap.,FALSE,
433,My boss told me to attach two pieces of wood together... I totally nailed it!,FALSE,
434,"What did the ocean say to the shore? Nothing, it just waved.",FALSE,
435,I asked my date to go to the gym the other day. They never showed up. That's when I knew we wouldn't work out.,FALSE,
436,"Man, I really love my furniture... me and my recliner go way back.",FALSE,
437,Ever wondered why bees hum? It's because they don't know the words.,FALSE,
438,How can you tell a vampire has a cold? They start coffin.,FALSE,
439,Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.,FALSE,
440,"I gave all my dead batteries away today, free of charge.",FALSE,
441,Why did the octopus beat the shark in a fight? Because it was well armed.,FALSE,
442,Why did the knife dress up in a suit? Because it wanted to look sharp,FALSE,
443,What did one nut say as he chased another nut?  I'm a cashew!,FALSE,
444,People who don't eat gluten are really going against the grain.,FALSE,
445,I wear a stethoscope so that in a medical emergency I can teach people a valuable lesson about assumptions.,FALSE,
446,Why did the burglar hang his mugshot on the wall? To prove that he was framed!,FALSE,
447,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there.",FALSE,
448,What do you call an Argentinian with a rubber toe? Roberto,FALSE,
449,Yesterday a clown held a door open for me. I thought it was a nice jester.,FALSE,
450,What kind of music do mummy's like? Rap,FALSE,
451,What did the Dorito farmer say to the other Dorito farmer? Cool Ranch!,FALSE,
452,what do you call a dog that can do magic tricks? a labracadabrador,FALSE,
453,"Wife told me to take the spider out instead of killing it... We had some drinks, cool guy, wants to be a web developer.",FALSE,
454,Some people eat light bulbs. They say it's a nice light snack.,FALSE,
455,They're making a movie about clocks. It's about time,FALSE,
456,"I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position.",FALSE,
457,How does a dyslexic poet write? Inverse.,FALSE,
458,I was in an 80's band called the prevention. We were better than the cure.,FALSE,
459,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”",FALSE,
460,Why did the tree go to the dentist? It needed a root canal.,FALSE,
461,"What did the sea say to the sand? ""We have to stop meeting like this.""",FALSE,
462,I needed a password eight characters long so I picked Snow White and the Seven Dwarfs.,FALSE,
463,I just wrote a book on reverse psychology. Do not read it!,FALSE,
464,"When people are sad, I sometimes let them colour in my tattoos. Sometimes all they need is a shoulder to crayon.",FALSE,
465,What is worse then finding a worm in your Apple? Finding half a worm in your Apple.,FALSE,
466,What did the ocean say to the beach? Thanks for all the sediment.,FALSE,
467,Why did the tomato blush? Because it saw the salad dressing.,FALSE,
468,What do you call a dictionary on drugs? High definition.,FALSE,
469,How do you fix a damaged jack-o-lantern? You use a pumpkin patch.,FALSE,
470,Why did the kid throw the clock out the window? He wanted to see time fly!,FALSE,
471,Where do fish keep their money? In the riverbank,FALSE,
472,What happens when you anger a brain surgeon? They will give you a piece of your mind.,FALSE,
473,Breaking news! Energizer Bunny arrested – charged with battery.,FALSE,
474,How do you teach a kid to climb stairs? There is a step by step guide.,FALSE,
475,"What is red and smells like blue paint?
Red paint!",FALSE,
476,A quick shoutout to all of the sidewalks out there... Thanks for keeping me off the streets.,FALSE,
477,"My dentist is the best, he even has a little plaque!",FALSE,
478,I couldn't figure out how the seat belt worked. Then it just clicked.,FALSE,
479,Why did the miner get fired from his job? He took it for granite...,FALSE,
480,"I knew a guy who collected candy canes, they were all in mint condition",FALSE,
481,Why can't eggs have love? They will break up too soon.,FALSE,
482,What kind of dog lives in a particle accelerator? A Fermilabrador Retriever.,FALSE,
483,"A ghost walks into a bar and asks for a glass of vodka but the bar tender says, “sorry we don’t serve spirits”",FALSE,
484,"Every night at 11:11, I make a wish that someone will come fix my broken clock.",FALSE,
485,"Someone asked me to name two structures that hold water. I said ""Well dam""",FALSE,
486,You know that cemetery up the road? People are dying to get in there.,FALSE,
487,Why did Dracula lie in the wrong coffin? He made a grave mistake.,FALSE,
488,"I’ve just been reading a book about anti-gravity, it’s impossible to put down!",FALSE,
489,"I just broke my guitar. It's okay, I won't fret",FALSE,
490,Why was it called the dark ages? Because of all the knights.,FALSE,
491,You will never guess what Elsa did to the balloon. She let it go.,FALSE,
492,"Why don't you find hippopotamuses hiding in trees?
They're really good at it.",FALSE,
493,What does a clock do when it's hungry? It goes back four seconds!,FALSE,
494,Why does Han Solo like gum? It's chewy!,FALSE,
495,Why are mummys scared of vacation? They're afraid to unwind.,FALSE,
496,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.,FALSE,
497,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible.",FALSE,
498,"Why did Mozart kill all his chickens?
Because when he asked them who the best composer was, they'd all say ""Bach bach bach!""
",FALSE,
499,What do you call a bear with no teeth? A gummy bear!,FALSE,
500,"You can't run through a camp site. You can only ran, because it's past tents.",FALSE,
501,"Why did the cookie cry?
Because his mother was a wafer so long",FALSE,
502,Slept like a log last night … woke up in the fireplace.,FALSE,
503,Where did Captain Hook get his hook? From a second hand store.,FALSE,
504,I invented a new word! Plagiarism!,FALSE,
505,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc",FALSE,
506,What do you give a sick lemon? Lemonaid.,FALSE,
507,Why don't eggs tell jokes? They'd crack each other up,FALSE,
508,"There are two types of people in this world, those who can extrapolate from incomplete data...",FALSE,
509,Why couldn't the kid see the pirate movie? Because it was rated arrr!,FALSE,
510,What’s E.T. short for? He’s only got little legs.,FALSE,
511,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”",FALSE,
512,Why did the clown have neck pain? - Because he slept funny,FALSE,
513,"Why do pumpkins sit on people’s porches?

They have no hands to knock on the door.",FALSE,
514,Did you hear about the runner who was criticized? He just took it in stride,FALSE,
515,How do you get two whales in a car? Start in England and drive West.,FALSE,
516,What was a more important invention than the first telephone? The second one.,FALSE,
517,Why do cows not have toes? They lactose!,FALSE,
518,Scientists finally did a study on forks. It's about tine!,FALSE,
519,Just watched a documentary about beavers… It was the best damn program I’ve ever seen.,FALSE,
520,They laughed when I said I wanted to be a comedian – they’re not laughing now.,FALSE,
521,Why are pirates called pirates? Because they arrr!,FALSE,
522,What do you call a bee that lives in America? A USB.,FALSE,
523,When will the little snake arrive? I don't know but he won't be long...,FALSE,
524,"It's difficult to say what my wife does, she sells sea shells by the sea shore.",FALSE,
525,What do you do on a remote island? Try and find the TV island it belongs to.,FALSE,
526,I was thinking about moving to Moscow but there is no point Russian into things.,FALSE,
527,What did the late tomato say to the early tomato? I’ll ketch up,FALSE,
528,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't""",FALSE,
529,"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am.",FALSE,
530,What do you get when you cross a pig and a pineapple? A porky pine,FALSE,
531,"I have kleptomania, but when it gets bad, I take something for it.",FALSE,
532,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.,FALSE,
533,How many bones are in the human hand? A handful of them.,FALSE,
534,Writing with a broken pencil is pointless.,FALSE,
535,What do you call a beehive without the b's? An eehive.,FALSE,
536,What cheese can never be yours? Nacho cheese.,FALSE,
537,"In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy.",FALSE,
538,A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.,FALSE,
539,"Yesterday, I accidentally swallowed some food coloring. The doctor says I’m okay, but I feel like I’ve dyed a little inside.",FALSE,
540,What did Michael Jackson name his denim store?    Billy Jeans!,FALSE,
541,I'll tell you what often gets over looked... garden fences.,FALSE,
542,I cut my finger cutting cheese. I know it may be a cheesy story but I feel grate now.,FALSE,
543,"If you walk into a forest and cut down a tree, but the tree doesn't understand why you cut it down, do you think it's stumped?",FALSE,
544,"*Reversing the car* ""Ah, this takes me back""",FALSE,
545,Which side of the chicken has more feathers? The outside.,FALSE,
546,"When I left school, I passed every one of my exams with the exception of Greek Mythology. It always was my achilles elbow",FALSE,
547,"I asked the surgeon if I could administer my own anesthetic, they said: go ahead, knock yourself out.",FALSE,
548,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”",FALSE,
549,Why does Superman get invited to dinners? Because he is a Supperhero.,FALSE,
550,What's a ninja's favorite type of shoes? Sneakers!,FALSE,
551,"Why does Norway have barcodes on their battleships? So when they get back to port, they can Scandinavian.",FALSE,
552,What is this movie about? It is about 2 hours long.,FALSE,
553,"I used to be addicted to soap, but I'm clean now.",FALSE,
554,It takes guts to be an organ donor.,FALSE,
555,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back.",FALSE,
556,What do you call a careful wolf? Aware wolf.,FALSE,
557,A cannibal is someone who is fed up with people.,FALSE,
558,"Why couldn't the lifeguard save the hippie? He was too far out, man.",FALSE,
559,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’",FALSE,
560,"No matter how kind you are, German children are kinder.",FALSE,
561,Where does astronauts hangout after work? At the spacebar.,FALSE,
562,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.,FALSE,
563,What do you call a boomerang that won't come back? A stick.,FALSE,
564,"What did the traffic light say to the car as it passed? ""Don't look I'm changing!""",FALSE,
565,"I used to be addicted to the hokey pokey, but I turned myself around.",FALSE,
566,I wanted to be a tailor but I didn't suit the job,FALSE,
567,"I tried to write a chemistry joke, but could never get a reaction.",FALSE,
568,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.,FALSE,
569,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.,FALSE,
570,What did the calculator say to the student? You can count on me.,FALSE,
571,"I was going to get a brain transplant, but I changed my mind",FALSE,
572,"I burned 2000 calories today, I left my food in the oven for too long.",FALSE,
573,"The first time I got a universal remote control I thought to myself, ""This changes everything""",FALSE,
574,What kind of magic do cows believe in? MOODOO.,FALSE,
575,I was fired from the keyboard factory yesterday.  I wasn't putting in enough shifts.,FALSE,
576,"My friend told me that pepper is the best seasoning for a roast, but I took it with a grain of salt.",FALSE,
577,What kind of music do planets listen to? Nep-tunes.,FALSE,
578,What is the hardest part about sky diving? The ground.,FALSE,
579,I boiled a funny bone last night and had a laughing stock,FALSE,
580,How do you know if there’s an elephant under your bed? Your head hits the ceiling!,FALSE,
581,"Egyptians claimed to invent the guitar, but they were such lyres.﻿",FALSE,
582,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down"".",FALSE,
583,How does a penguin build it’s house? Igloos it together.,FALSE,
584,My sea sickness comes in waves.,FALSE,
585,"I’ll tell you something about German sausages, they’re the wurst",FALSE,
586,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.,FALSE,
587,I made a belt out of watches once... It was a waist of time.,FALSE,
588,"What's large, grey, and doesn't matter?
An irrelephant.
",FALSE,
589,It doesn't matter how much you push the envelope. It will still be stationary.,FALSE,
590,How do you make a water bed more bouncy. You use Spring Water,FALSE,
591,"What's the difference between a guitar and a fish? You can tune a guitar but you can't ""tuna"" fish!",FALSE,
592,What do you get when you cross a rabbit with a water hose? Hare spray.,FALSE,
593,Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day.,FALSE,
594,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.,FALSE,
595,What's orange and sounds like a parrot? A Carrot.,FALSE,
596,Today a man knocked on my door and asked for a small donation towards the local swimming pool. I gave him a glass of water.,FALSE,
597,Have you heard about the owl sanctuary job opening? It’s all night shifts but they’re all a hoot over there.,FALSE,
598,Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.,FALSE,
599,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!,FALSE,
600,I started a new business making yachts in my attic this year...the sails are going through the roof,FALSE,
601,Did you hear about the cheese who saved the world? It was Legend-dairy!,FALSE,
602,Why did the Clydesdale give the pony a glass of water?  Because he was a little horse!,FALSE,
603,What did the pirate say on his 80th birthday? Aye Matey!,FALSE,
604,"When my wife told me to stop impersonating a flamingo, I had to put my foot down.",FALSE,
605,"Two parrots are sitting on a perch. One turns to the other and asks, ""do you smell fish?""",FALSE,
606,"A man got hit in the head with a can of Coke, but he was alright because it was a soft drink.",FALSE,
607,"So, I heard this pun about cows, but it’s kinda offensive so I won’t say it. I don’t want there to be any beef between us.",FALSE,
608,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself.",FALSE,
609,Why are giraffes so slow to apologize? Because it takes them a long time to swallow their pride.,FALSE,
610,What do I look like? A JOKE MACHINE!?,FALSE,
611,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor.",FALSE,
612,Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump.,FALSE,
613,"This furniture store keeps emailing me, all I wanted was one night stand!",FALSE,
614,"Don’t interrupt someone working intently on a puzzle. Chances are, you’ll hear some crosswords.",FALSE,
615,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!,FALSE,
616,What do you call someone with no nose? Nobody knows.,FALSE,
617,Did you hear about the bread factory burning down? They say the business is toast.,FALSE,
618,"A bartender broke up with her boyfriend, but he kept asking her for another shot.",FALSE,
619,"I always wanted to look into why I procrastinate, but I keep putting it off.",FALSE,
620,Americans can't switch from pounds to kilograms overnight. That would cause mass confusion.,FALSE,
621,How do robots eat guacamole? With computer chips.,FALSE,
622,Where do bees go to the bathroom?  The BP station.,FALSE,
623,What did the mountain climber name his son? Cliff.,FALSE,
624,Have you heard of the band 1023MB? They haven't got a gig yet.,FALSE,
625,I went to a Foo Fighters Concert once... It was Everlong...,FALSE,
626,"Mountains aren't just funny, they are hill areas",FALSE,
627,What did the Buffalo say to his little boy when he dropped him off at school? Bison.,FALSE,
628,I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.,FALSE,
629,Why do fish live in salt water? Because pepper makes them sneeze!,FALSE,
630,Why did the melons plan a big wedding? Because they cantaloupe!,FALSE,
631,Hear about the new restaurant called Karma? There’s no menu: You get what you deserve.,FALSE,
632,Why are snake races so exciting? They're always neck and neck.,FALSE,
633,How many apples grow on a tree? All of them!,FALSE,
634,Did you hear about the campsite that got visited by Bigfoot? It got in tents.,FALSE,
635,Why was Pavlov's beard so soft?  Because he conditioned it.,FALSE,
636,What do you call an alligator in a vest? An in-vest-igator!,FALSE,
637,"Bought a new jacket suit the other day and it burst into flames. Well, it was a blazer",FALSE,
638,Did you hear the one about the giant pickle?  He was kind of a big dill.,FALSE,
639,My wife said I was immature. So I told her to get out of my fort.,FALSE,
640,"What is the best way to carve?
Whittle by whittle.",FALSE,
641,Is the pool safe for diving? It deep ends.,FALSE,
642,What’s the difference between an African elephant and an Indian elephant? About 5000 miles.,FALSE,
643,Why is Peter Pan always flying? Because he Neverlands.,FALSE,
644,Somebody stole my Microsoft Office and they're going to pay - you have my Word.,FALSE,
645,My sister bet me $15 that I couldn't build a car out of spaghetti. You should have seen the look on her face as I drove pasta.,FALSE,
646,How are false teeth like stars? They come out at night!,FALSE,
647,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.,FALSE,
648,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.,FALSE,
649,What do you call a boy who stopped digging holes? Douglas.,FALSE,
650,"""Dad, I'm cold.""
""Go stand in the corner, I hear it's 90 degrees.""",FALSE,
651,How does Darth Vader like his toast? On the dark side.,FALSE,
652,"Dad, do you think it's going to snow this winter? ""I dont know, its all up in the air""",FALSE,
653,What do you get when you cross a snowman with a vampire? Frostbite.,FALSE,
654,Why are skeletons so calm? Because nothing gets under their skin.,FALSE,
655,"Hostess: Do you have a preference of where you sit?
Dad: Down.",FALSE,
656,Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.,FALSE,
657,Why is it always hot in the corner of a room? Because a corner is 90 degrees.,FALSE,
658,People are shocked to discover I have a police record but I love their greatest hits!,FALSE,
659,I got an A on my origami assignment when I turned my paper into my teacher,FALSE,
660,What's the difference between a rooster and a crow? A rooster can crow but a crow cannot rooster.,FALSE,
661,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse.",FALSE,
662,People are making apocalypse jokes like there’s no tomorrow.,FALSE,
663,What animal is always at a game of cricket? A bat.,FALSE,
664,"I cut my finger chopping cheese, but I think that I may have grater problems.",FALSE,
665,Did you hear the one about the guy with the broken hearing aid? Neither did he.,FALSE,
666,"I'm glad I know sign language, it's pretty handy.",FALSE,
667,Why are ghosts bad liars? Because you can see right through them!,FALSE,
668,I once lost a banana at court but then I appealed.,FALSE,
669,What do bees do after they are married? They go on a honeymoon.,FALSE,
670,Why do ducks make great detectives? They always quack the case.,FALSE,
671,What has three letters and starts with gas? A Car.,FALSE,
672,What's red and bad for your teeth? A Brick.,FALSE,
673,Why did the kid cross the playground? To get to the other slide.,FALSE,
674,What kind of pants do ghosts wear? Boo jeans.,FALSE,
675,It's only a murder of crows if there's probable caws.,FALSE,
676,"What's the difference between a seal and a sea lion?
An ion! ",FALSE,
677,Have you ever seen fruit preserves being made? It's jarring.,FALSE,
678,Why was the big cat disqualified from the race? Because it was a cheetah.,FALSE,
679,I couldn't get a reservation at the library. They were completely booked.,FALSE,
680,I wouldn't buy anything with velcro. It's a total rip-off.,FALSE,
681,What did the Red light say to the Green light? Don't look at me I'm changing!,FALSE,
682,"Today, my son asked ""Can I have a book mark?"" and I burst into tears. 11 years old and he still doesn't know my name is Brian.",FALSE,
683,I am so good at sleeping I can do it with my eyes closed!,FALSE,
684,What did the fish say when it swam into a wall? Damn!,FALSE,
685,Why don't skeletons ride roller coasters? They don't have the stomach for it.,FALSE,
686,"They say Dodger Stadium can hold up to fifty-six thousand people, but that is just a ballpark figure.",FALSE,
687,"Past, present, and future walked into a bar.... It was tense.",FALSE,
688,What did the doctor say to the gingerbread man who broke his leg? Try icing it.,FALSE,
689,"My son is studying to be a surgeon, I just hope he makes the cut.",FALSE,
690,"Where was the Declaration of Independence signed?

At the bottom! ",FALSE,
691,"What's the difference between roast beef and pea soup. Anyone can roast beef, but nobody can pee soup.",FALSE,
692,Pie is $2.50 in Jamaica and $3.00 in The Bahamas. These are the pie-rates of the Caribbean.,FALSE,
693,"What did Yoda say when he saw himself in 4K? ""HDMI""",FALSE,
694,So a duck walks into a pharmacy and says “Give me some chap-stick… and put it on my bill”,FALSE,
695,"I accidentally drank a bottle of invisible ink. Now I’m in hospital, waiting to be seen.",FALSE,
696,We all know where the Big Apple is but does anyone know where the Minneapolis?,FALSE,
697,"Got a new suit recently made entirely of living plants. I wasn’t sure at first, but it’s grown on me",FALSE,
698,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady.",FALSE,
699,What do you do when your bunny gets wet? You get your hare dryer.,FALSE,
700,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it.",FALSE,
701,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you""",FALSE,
702,What do you call a cow on a trampoline? A milk shake!,FALSE,
703,What do you call a criminal going down the stairs? Condescending,FALSE,
704,Why did the cookie cry? It was feeling crumby.,FALSE,
705,"I met this girl on a dating site and, I don't know, we just clicked.",FALSE,
706,What’s Forest Gump’s Facebook password? 1forest1,FALSE,
707,What time is it? I don't know... it keeps changing.,FALSE,
708,I've been trying to come up with a dad joke about momentum . . . but I just can't seem to get it going.,FALSE,
709,Where do owls go to buy their baby clothes? The owlet malls.,FALSE,
710,Why did the coffee file a police report? It got mugged.,FALSE,
711,"If at first you don't succeed, sky diving is not for you!",FALSE,
712,"What is the least spoken language in the world?
Sign Language",FALSE,
713,I saw my husband trip and fall while carrying a laundry basket full of ironed clothes. I watched it all unfold.,FALSE,
714,I heard there was a new store called Moderation. They have everything there,FALSE,
715,Why is it so windy inside an arena? All those fans.,FALSE,
716,Why do choirs keep buckets handy? So they can carry their tune,FALSE,
717,Why was the robot angry? Because someone kept pressing his buttons!,FALSE,
718,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere.",FALSE,
719,"What do you do when you see a space man?
Park your car, man.",FALSE,
720,Did you know crocodiles could grow up to 15 feet? But most just have 4.,FALSE,
721,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?",FALSE,
722,Did you know that ghosts call their true love their ghoul-friend?,FALSE,
723,Why does a Moon-rock taste better than an Earth-rock? Because it's a little meteor.,FALSE,
724,People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.,FALSE,
725,"Never Trust Someone With Graph Paper...

They're always plotting something.",FALSE,
726,Why did the scarecrow win an award? Because he was outstanding in his field.,FALSE,
727,Why did the chicken get a penalty? For fowl play.,FALSE,
728,A doll was recently found dead in a rice paddy. It's the only known instance of a nick nack paddy wack.,FALSE,
729,"Want to hear my pizza joke? Never mind, it's too cheesy.",FALSE,
730,Why didn't the number 4 get into the nightclub? Because he is 2 square.,FALSE,
731,My first time using an elevator was an uplifting experience. The second time let me down.,FALSE,
732,What did the shy pebble wish for? That she was a little boulder.,FALSE,
733,What does a pirate pay for his corn? A buccaneer!,FALSE,
734,"I fear for the calendar, its days are numbered.
",FALSE,
735,which flower is most fierce? Dandelion,FALSE,
736,"A horse walks into a bar. The bar tender says ""Hey."" The horse says ""Sure.""",FALSE,
737,Two peanuts were walking down the street. One was a salted.,FALSE,
738,Who is the coolest Doctor in the hospital? The hip Doctor!,FALSE,
739,Two silk worms had a race. They ended up in a tie.,FALSE,
740,Parallel lines have so much in common. It’s a shame they’ll never meet.,FALSE,
741,"A weasel walks into a bar. The bartender says, ""Wow, I've never served a weasel before. What can I get for you?""
""Pop,"" goes the weasel.",FALSE,
742,"A panda walks into a bar and says to the bartender “I’ll have a Scotch and . . . . . . . . . . . . . . Coke thank you”. 

“Sure thing” the bartender replies and asks “but what’s with the big pause?” 

The panda holds up his hands and says “I was born with them”",FALSE,
743,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.,FALSE,
744,Someone broke into my house last night and stole my limbo trophy. How low can you go?,FALSE,
745,What biscuit does a short person like? Shortbread.,FALSE,
746,Did you hear about the Mexican train killer? He had loco motives,FALSE,
747,What do you call a group of disorganized cats? A cat-tastrophe.,FALSE,
748,"What is a centipedes's favorite Beatle song?  I want to hold your hand, hand, hand, hand...",FALSE,
749,The great thing about stationery shops is they're always in the same place...,FALSE,
750,When does a joke become a dad joke? When it becomes apparent.,FALSE,
751,"Hey, dad, did you get a haircut? ""No, I got them all cut.""",FALSE,
752,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree.",FALSE,
753,How do locomotives know where they're going? Lots of training,FALSE,
754,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.,FALSE,
755,Why was the strawberry sad? Its parents were in a jam.,FALSE,
756,I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.,FALSE,
757,Why did the house go to the doctor? It was having window panes.,FALSE,
758,"Our wedding was so beautiful, even the cake was in tiers.",FALSE,
759,"I got a reversible jacket for Christmas, I can't wait to see how it turns out.",FALSE,
760,What do prisoners use to call each other? Cell phones.,FALSE,
761,Every machine in the coin factory broke down all of a sudden without explanation. It just doesn’t make any cents.,FALSE,
762,I used to work for a soft drink can crusher. It was soda pressing.,FALSE,
763,What do you call a cow with no legs? Ground beef.,FALSE,
764,Why do mathematicians hate the U.S.? Because it's indivisible.,FALSE,
765,"A man is washing the car with his son. The son asks...... ""Dad, can’t you just use a sponge?""",FALSE,
766,Why is there always a gate around cemeteries? Because people are always dying to get in.,FALSE,
767,"What did the hat say to the scarf?
You can hang around. I'll just go on ahead.
",FALSE,
768,A book just fell on my head. I only have my shelf to blame.,FALSE,
769,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils.",FALSE,
770,I was shocked when I was diagnosed as colorblind... It came out of the purple.,FALSE,
771,I went to the store to pick up eight cans of sprite... when I got home I realized I'd only picked seven up,FALSE,
772,Want to hear a chimney joke? Got stacks of em! First one's on the house,FALSE,
773,I am terrified of elevators. I’m going to start taking steps to avoid them.,FALSE,
774,A butcher accidentally backed into his meat grinder and got a little behind in his work that day.,FALSE,
775,"What do you call a gorilla wearing headphones? Anything you'd like, it can't hear you.",FALSE,
776,What do you call an old snowman? Water.,FALSE,
777,"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me.",FALSE,
778,Do you know where you can get chicken broth in bulk? The stock market.,FALSE,
779,What do you call a fish wearing a bowtie? Sofishticated.,FALSE,
780,What does a female snake use for support? A co-Bra!,FALSE,
781,"For Valentine's day, I decided to get my wife some beads for an abacus.  It's the little things that count.",FALSE,
782,"Did you hear about the kidnapping at school? It's ok, he woke up.",FALSE,
783,"Guy told me today he did not know what cloning is. I told him, ""that makes 2 of us.""",FALSE,
784,"Geology rocks, but Geography is where it's at!",FALSE,
785,Why is it a bad idea to iron your four-leaf clover? Cause you shouldn't press your luck.,FALSE,
786,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!",FALSE,
787,What did the beaver say to the tree? It's been nice gnawing you.,FALSE,
788,Without geometry life is pointless.,FALSE,
789,What do you call a snake who builds houses? A boa constructor!,FALSE,
790,Why did the girl smear peanut butter on the road? To go with the traffic jam.,FALSE,
791,"I got fired from the transmission factor, turns out I didn't put on enough shifts...",FALSE,
792,The rotation of earth really makes my day.,FALSE,
793,"I used to think I was indecisive, but now I'm not sure.",FALSE,
794,"I tried to milk a cow today, but was unsuccessful. Udder failure.",FALSE,
795,Why did the m&m go to school? Because it wanted to be a Smartie!,FALSE,
796,What's black and white and read all over? The newspaper.,FALSE,
797,I went to the zoo yesterday and saw a baguette in a cage. It was bread in captivity.,FALSE,
798,Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.,FALSE,
